DATA,,,,,,,,
key,data,,,,,,,
token_name,Oxygen,,,,,,,
token_symbol,OXY,,,,,,,
start_date,01/12/2021,,,,,,,
start_tokens,10000000000,,,,,,,
emission_schedule,1D,,,,,,,
emission_type,linear_unlock,,,,,,,
emission_incentive,,,,,,,,
DISTRIBUTION,,,,,,,,
entity,Community Fund,Team,Serum Ecosystem Incentives,Maps Ecosystem Incentives,Product and Tech Growth,Private Sale,IEO,Partners
type,percentage,percentage,percentage,percentage,percentage,percentage,percentage,percentage
group,community,team,community,community,team,investors,public,team
emission,unlock,unlock,unlock,unlock,unlock,unlock,unlock,unlock
t1275,9.97,4.98,8.23,4.98,16.72,4.98,2,3.99
t1276,9.98,4.99,8.24,4.99,16.73,4.99,2,3.99
t1277,9.99,4.99,8.24,4.99,16.74,4.99,2,4.00
t1278,10.00,5.00,8.25,5.00,16.75,5.00,2,4.00
t1279,10.01,5.01,8.26,5.01,16.76,5.01,2,4.00
t1280,10.02,5.01,8.26,5.01,16.77,5.01,2,4.01
t1281,10.03,5.02,8.27,5.02,16.78,5.02,2,4.01
t1282,10.04,5.02,8.28,5.02,16.79,5.02,2,4.02
t1283,10.05,5.03,8.29,5.03,16.80,5.03,2,4.02
t1284,10.07,5.03,8.29,5.03,16.80,5.03,2,4.03
t1285,10.08,5.04,8.30,5.04,16.81,5.04,2,4.03
t1286,10.09,5.04,8.31,5.04,16.82,5.04,2,4.04
t1287,10.10,5.05,8.32,5.05,16.83,5.05,2,4.04
t1288,10.11,5.05,8.32,5.05,16.84,5.05,2,4.04
t1289,10.12,5.06,8.33,5.06,16.85,5.06,2,4.05
t1290,10.13,5.07,8.34,5.07,16.86,5.07,2,4.05
t1291,10.14,5.07,8.35,5.07,16.87,5.07,2,4.06
t1292,10.15,5.08,8.35,5.08,16.88,5.08,2,4.06
t1293,10.16,5.08,8.36,5.08,16.89,5.08,2,4.07
t1294,10.18,5.09,8.37,5.09,16.89,5.09,2,4.07
t1295,10.19,5.09,8.38,5.09,16.90,5.09,2,4.07
t1296,10.20,5.10,8.38,5.10,16.91,5.10,2,4.08
t1297,10.21,5.10,8.39,5.10,16.92,5.10,2,4.08
t1298,10.22,5.11,8.40,5.11,16.93,5.11,2,4.09
t1299,10.23,5.12,8.41,5.12,16.94,5.12,2,4.09
t1300,10.24,5.12,8.41,5.12,16.95,5.12,2,4.10
t1301,10.25,5.13,8.42,5.13,16.96,5.13,2,4.10
t1302,10.26,5.13,8.43,5.13,16.97,5.13,2,4.11
t1303,10.27,5.14,8.43,5.14,16.98,5.14,2,4.11
t1304,10.28,5.14,8.44,5.14,16.98,5.14,2,4.11
t1305,10.30,5.15,8.45,5.15,16.99,5.15,2,4.12
t1306,10.31,5.15,8.46,5.15,17.00,5.15,2,4.12
t1307,10.32,5.16,8.46,5.16,17.01,5.16,2,4.13
t1308,10.33,5.16,8.47,5.16,17.02,5.16,2,4.13
t1309,10.34,5.17,8.48,5.17,17.03,5.17,2,4.14
t1310,10.35,5.18,8.49,5.18,17.04,5.18,2,4.14
t1311,10.36,5.18,8.49,5.18,17.05,5.18,2,4.14
t1312,10.37,5.19,8.50,5.19,17.06,5.19,2,4.15
t1313,10.38,5.19,8.51,5.19,17.07,5.19,2,4.15
t1314,10.39,5.20,8.52,5.20,17.08,5.20,2,4.16
t1315,10.41,5.20,8.52,5.20,17.08,5.20,2,4.16
t1316,10.42,5.21,8.53,5.21,17.09,5.21,2,4.17
t1317,10.43,5.21,8.54,5.21,17.10,5.21,2,4.17
t1318,10.44,5.22,8.55,5.22,17.11,5.22,2,4.18
t1319,10.45,5.22,8.55,5.22,17.12,5.22,2,4.18
t1320,10.46,5.23,8.56,5.23,17.13,5.23,2,4.18
t1321,10.47,5.24,8.57,5.24,17.14,5.24,2,4.19
t1322,10.48,5.24,8.58,5.24,17.15,5.24,2,4.19
t1323,10.49,5.25,8.58,5.25,17.16,5.25,2,4.20
t1324,10.50,5.25,8.59,5.25,17.17,5.25,2,4.20
t1325,10.51,5.26,8.60,5.26,17.17,5.26,2,4.21
t1326,10.53,5.26,8.60,5.26,17.18,5.26,2,4.21
t1327,10.54,5.27,8.61,5.27,17.19,5.27,2,4.21
t1328,10.55,5.27,8.62,5.27,17.20,5.27,2,4.22
t1329,10.56,5.28,8.63,5.28,17.21,5.28,2,4.22
t1330,10.57,5.28,8.63,5.28,17.22,5.28,2,4.23
t1331,10.58,5.29,8.64,5.29,17.23,5.29,2,4.23
t1332,10.59,5.30,8.65,5.30,17.24,5.30,2,4.24
t1333,10.60,5.30,8.66,5.30,17.25,5.30,2,4.24
t1334,10.61,5.31,8.66,5.31,17.26,5.31,2,4.25
t1335,10.62,5.31,8.67,5.31,17.27,5.31,2,4.25
t1336,10.64,5.32,8.68,5.32,17.27,5.32,2,4.25
t1337,10.65,5.32,8.69,5.32,17.28,5.32,2,4.26
t1338,10.66,5.33,8.69,5.33,17.29,5.33,2,4.26
t1339,10.67,5.33,8.70,5.33,17.30,5.33,2,4.27
t1340,10.68,5.34,8.71,5.34,17.31,5.34,2,4.27
t1341,10.69,5.35,8.72,5.35,17.32,5.35,2,4.28
t1342,10.70,5.35,8.72,5.35,17.33,5.35,2,4.28
t1343,10.71,5.36,8.73,5.36,17.34,5.36,2,4.28
t1344,10.72,5.36,8.74,5.36,17.35,5.36,2,4.29
t1345,10.73,5.37,8.75,5.37,17.36,5.37,2,4.29
t1346,10.74,5.37,8.75,5.37,17.36,5.37,2,4.30
t1347,10.76,5.38,8.76,5.38,17.37,5.38,2,4.30
t1348,10.77,5.38,8.77,5.38,17.38,5.38,2,4.31
t1349,10.78,5.39,8.77,5.39,17.39,5.39,2,4.31
t1350,10.79,5.39,8.78,5.39,17.40,5.39,2,4.32
t1351,10.80,5.40,8.79,5.40,17.41,5.40,2,4.32
t1352,10.81,5.41,8.80,5.41,17.42,5.41,2,4.32
t1353,10.82,5.41,8.80,5.41,17.43,5.41,2,4.33
t1354,10.83,5.42,8.81,5.42,17.44,5.42,2,4.33
t1355,10.84,5.42,8.82,5.42,17.45,5.42,2,4.34
t1356,10.85,5.43,8.83,5.43,17.45,5.43,2,4.34
t1357,10.87,5.43,8.83,5.43,17.46,5.43,2,4.35
t1358,10.88,5.44,8.84,5.44,17.47,5.44,2,4.35
t1359,10.89,5.44,8.85,5.44,17.48,5.44,2,4.35
t1360,10.90,5.45,8.86,5.45,17.49,5.45,2,4.36
t1361,10.91,5.45,8.86,5.45,17.50,5.45,2,4.36
t1362,10.92,5.46,8.87,5.46,17.51,5.46,2,4.37
t1363,10.93,5.47,8.88,5.47,17.52,5.47,2,4.37
t1364,10.94,5.47,8.89,5.47,17.53,5.47,2,4.38
t1365,10.95,5.48,8.89,5.48,17.54,5.48,2,4.38
t1366,10.96,5.48,8.90,5.48,17.55,5.48,2,4.39
t1367,10.97,5.49,8.91,5.49,17.55,5.49,2,4.39
t1368,10.99,5.49,8.92,5.49,17.56,5.49,2,4.39
t1369,11.00,5.50,8.92,5.50,17.57,5.50,2,4.40
t1370,11.01,5.50,8.93,5.50,17.58,5.50,2,4.40
t1371,11.02,5.51,8.94,5.51,17.59,5.51,2,4.41
t1372,11.03,5.51,8.94,5.51,17.60,5.51,2,4.41
t1373,11.04,5.52,8.95,5.52,17.61,5.52,2,4.42
t1374,11.05,5.53,8.96,5.53,17.62,5.53,2,4.42
t1375,11.06,5.53,8.97,5.53,17.63,5.53,2,4.42
t1376,11.07,5.54,8.97,5.54,17.64,5.54,2,4.43
t1377,11.08,5.54,8.98,5.54,17.64,5.54,2,4.43
t1378,11.10,5.55,8.99,5.55,17.65,5.55,2,4.44
t1379,11.11,5.55,9.00,5.55,17.66,5.55,2,4.44
t1380,11.12,5.56,9.00,5.56,17.67,5.56,2,4.45
t1381,11.13,5.56,9.01,5.56,17.68,5.56,2,4.45
t1382,11.14,5.57,9.02,5.57,17.69,5.57,2,4.46
t1383,11.15,5.58,9.03,5.58,17.70,5.58,2,4.46
t1384,11.16,5.58,9.03,5.58,17.71,5.58,2,4.46
t1385,11.17,5.59,9.04,5.59,17.72,5.59,2,4.47
t1386,11.18,5.59,9.05,5.59,17.73,5.59,2,4.47
t1387,11.19,5.60,9.06,5.60,17.73,5.60,2,4.48
t1388,11.20,5.60,9.06,5.60,17.74,5.60,2,4.48
t1389,11.22,5.61,9.07,5.61,17.75,5.61,2,4.49
t1390,11.23,5.61,9.08,5.61,17.76,5.61,2,4.49
t1391,11.24,5.62,9.09,5.62,17.77,5.62,2,4.50
t1392,11.25,5.62,9.09,5.62,17.78,5.62,2,4.50
t1393,11.26,5.63,9.10,5.63,17.79,5.63,2,4.50
t1394,11.27,5.64,9.11,5.64,17.80,5.64,2,4.51
t1395,11.28,5.64,9.12,5.64,17.81,5.64,2,4.51
t1396,11.29,5.65,9.12,5.65,17.82,5.65,2,4.52
t1397,11.30,5.65,9.13,5.65,17.83,5.65,2,4.52
t1398,11.31,5.66,9.14,5.66,17.83,5.66,2,4.53
t1399,11.33,5.66,9.14,5.66,17.84,5.66,2,4.53
t1400,11.34,5.67,9.15,5.67,17.85,5.67,2,4.53
t1401,11.35,5.67,9.16,5.67,17.86,5.67,2,4.54
t1402,11.36,5.68,9.17,5.68,17.87,5.68,2,4.54
t1403,11.37,5.68,9.17,5.68,17.88,5.68,2,4.55
t1404,11.38,5.69,9.18,5.69,17.89,5.69,2,4.55
t1405,11.39,5.70,9.19,5.70,17.90,5.70,2,4.56
t1406,11.40,5.70,9.20,5.70,17.91,5.70,2,4.56
t1407,11.41,5.71,9.20,5.71,17.92,5.71,2,4.57
t1408,11.42,5.71,9.21,5.71,17.92,5.71,2,4.57
t1409,11.43,5.72,9.22,5.72,17.93,5.72,2,4.57
t1410,11.45,5.72,9.23,5.72,17.94,5.72,2,4.58
t1411,11.46,5.73,9.23,5.73,17.95,5.73,2,4.58
t1412,11.47,5.73,9.24,5.73,17.96,5.73,2,4.59
t1413,11.48,5.74,9.25,5.74,17.97,5.74,2,4.59
t1414,11.49,5.74,9.26,5.74,17.98,5.74,2,4.60
t1415,11.50,5.75,9.26,5.75,17.99,5.75,2,4.60
t1416,11.51,5.76,9.27,5.76,18.00,5.76,2,4.60
t1417,11.52,5.76,9.28,5.76,18.01,5.76,2,4.61
t1418,11.53,5.77,9.29,5.77,18.02,5.77,2,4.61
t1419,11.54,5.77,9.29,5.77,18.02,5.77,2,4.62
t1420,11.56,5.78,9.30,5.78,18.03,5.78,2,4.62
t1421,11.57,5.78,9.31,5.78,18.04,5.78,2,4.63
t1422,11.58,5.79,9.31,5.79,18.05,5.79,2,4.63
t1423,11.59,5.79,9.32,5.79,18.06,5.79,2,4.64
t1424,11.60,5.80,9.33,5.80,18.07,5.80,2,4.64
t1425,11.61,5.81,9.34,5.81,18.08,5.81,2,4.64
t1426,11.62,5.81,9.34,5.81,18.09,5.81,2,4.65
t1427,11.63,5.82,9.35,5.82,18.10,5.82,2,4.65
t1428,11.64,5.82,9.36,5.82,18.11,5.82,2,4.66
t1429,11.65,5.83,9.37,5.83,18.11,5.83,2,4.66
t1430,11.66,5.83,9.37,5.83,18.12,5.83,2,4.67
t1431,11.68,5.84,9.38,5.84,18.13,5.84,2,4.67
t1432,11.69,5.84,9.39,5.84,18.14,5.84,2,4.67
t1433,11.70,5.85,9.40,5.85,18.15,5.85,2,4.68
t1434,11.71,5.85,9.40,5.85,18.16,5.85,2,4.68
t1435,11.72,5.86,9.41,5.86,18.17,5.86,2,4.69
t1436,11.73,5.87,9.42,5.87,18.18,5.87,2,4.69
t1437,11.74,5.87,9.43,5.87,18.19,5.87,2,4.70
t1438,11.75,5.88,9.43,5.88,18.20,5.88,2,4.70
t1439,11.76,5.88,9.44,5.88,18.20,5.88,2,4.71
t1440,11.77,5.89,9.45,5.89,18.21,5.89,2,4.71
t1441,11.79,5.89,9.46,5.89,18.22,5.89,2,4.71
t1442,11.80,5.90,9.46,5.90,18.23,5.90,2,4.72
t1443,11.81,5.90,9.47,5.90,18.24,5.90,2,4.72
t1444,11.82,5.91,9.48,5.91,18.25,5.91,2,4.73
t1445,11.83,5.91,9.48,5.91,18.26,5.91,2,4.73
t1446,11.84,5.92,9.49,5.92,18.27,5.92,2,4.74
t1447,11.85,5.93,9.50,5.93,18.28,5.93,2,4.74
t1448,11.86,5.93,9.51,5.93,18.29,5.93,2,4.74
t1449,11.87,5.94,9.51,5.94,18.30,5.94,2,4.75
t1450,11.88,5.94,9.52,5.94,18.30,5.94,2,4.75
t1451,11.89,5.95,9.53,5.95,18.31,5.95,2,4.76
t1452,11.91,5.95,9.54,5.95,18.32,5.95,2,4.76
t1453,11.92,5.96,9.54,5.96,18.33,5.96,2,4.77
t1454,11.93,5.96,9.55,5.96,18.34,5.96,2,4.77
t1455,11.94,5.97,9.56,5.97,18.35,5.97,2,4.78
t1456,11.95,5.97,9.57,5.97,18.36,5.97,2,4.78
t1457,11.96,5.98,9.57,5.98,18.37,5.98,2,4.78
t1458,11.97,5.99,9.58,5.99,18.38,5.99,2,4.79
t1459,11.98,5.99,9.59,5.99,18.39,5.99,2,4.79
t1460,11.99,6.00,9.60,6.00,18.39,6.00,2,4.80
t1461,12.00,6.00,9.60,6.00,18.40,6.00,2,4.80
t1462,12.02,6.01,9.61,6.01,18.41,6.01,2,4.81
t1463,12.03,6.01,9.62,6.01,18.42,6.01,2,4.81
t1464,12.04,6.02,9.63,6.02,18.43,6.02,2,4.81
t1465,12.05,6.02,9.63,6.02,18.44,6.02,2,4.82
t1466,12.06,6.03,9.64,6.03,18.45,6.03,2,4.82
t1467,12.07,6.04,9.65,6.04,18.46,6.04,2,4.83
t1468,12.08,6.04,9.65,6.04,18.47,6.04,2,4.83
t1469,12.09,6.05,9.66,6.05,18.48,6.05,2,4.84
t1470,12.10,6.05,9.67,6.05,18.48,6.05,2,4.84
t1471,12.11,6.06,9.68,6.06,18.49,6.06,2,4.85
t1472,12.12,6.06,9.68,6.06,18.50,6.06,2,4.85
t1473,12.14,6.07,9.69,6.07,18.51,6.07,2,4.85
t1474,12.15,6.07,9.70,6.07,18.52,6.07,2,4.86
t1475,12.16,6.08,9.71,6.08,18.53,6.08,2,4.86
t1476,12.17,6.08,9.71,6.08,18.54,6.08,2,4.87
t1477,12.18,6.09,9.72,6.09,18.55,6.09,2,4.87
t1478,12.19,6.10,9.73,6.10,18.56,6.10,2,4.88
t1479,12.20,6.10,9.74,6.10,18.57,6.10,2,4.88
t1480,12.21,6.11,9.74,6.11,18.58,6.11,2,4.88
t1481,12.22,6.11,9.75,6.11,18.58,6.11,2,4.89
t1482,12.23,6.12,9.76,6.12,18.59,6.12,2,4.89
t1483,12.25,6.12,9.77,6.12,18.60,6.12,2,4.90
t1484,12.26,6.13,9.77,6.13,18.61,6.13,2,4.90
t1485,12.27,6.13,9.78,6.13,18.62,6.13,2,4.91
t1486,12.28,6.14,9.79,6.14,18.63,6.14,2,4.91
t1487,12.29,6.14,9.80,6.14,18.64,6.14,2,4.92
t1488,12.30,6.15,9.80,6.15,18.65,6.15,2,4.92
t1489,12.31,6.16,9.81,6.16,18.66,6.16,2,4.92
t1490,12.32,6.16,9.82,6.16,18.67,6.16,2,4.93
t1491,12.33,6.17,9.82,6.17,18.67,6.17,2,4.93
t1492,12.34,6.17,9.83,6.17,18.68,6.17,2,4.94
t1493,12.35,6.18,9.84,6.18,18.69,6.18,2,4.94
t1494,12.37,6.18,9.85,6.18,18.70,6.18,2,4.95
t1495,12.38,6.19,9.85,6.19,18.71,6.19,2,4.95
t1496,12.39,6.19,9.86,6.19,18.72,6.19,2,4.96
t1497,12.40,6.20,9.87,6.20,18.73,6.20,2,4.96
t1498,12.41,6.20,9.88,6.20,18.74,6.20,2,4.96
t1499,12.42,6.21,9.88,6.21,18.75,6.21,2,4.97
t1500,12.43,6.22,9.89,6.22,18.76,6.22,2,4.97
t1501,12.44,6.22,9.90,6.22,18.77,6.22,2,4.98
t1502,12.45,6.23,9.91,6.23,18.77,6.23,2,4.98
t1503,12.46,6.23,9.91,6.23,18.78,6.23,2,4.99
t1504,12.48,6.24,9.92,6.24,18.79,6.24,2,4.99
t1505,12.49,6.24,9.93,6.24,18.80,6.24,2,4.99
t1506,12.50,6.25,9.94,6.25,18.81,6.25,2,5.00
t1507,12.51,6.25,9.94,6.25,18.82,6.25,2,5.00
t1508,12.52,6.26,9.95,6.26,18.83,6.26,2,5.01
t1509,12.53,6.27,9.96,6.27,18.84,6.27,2,5.01
t1510,12.54,6.27,9.97,6.27,18.85,6.27,2,5.02
t1511,12.55,6.28,9.97,6.28,18.86,6.28,2,5.02
t1512,12.56,6.28,9.98,6.28,18.86,6.28,2,5.03
t1513,12.57,6.29,9.99,6.29,18.87,6.29,2,5.03
t1514,12.58,6.29,9.99,6.29,18.88,6.29,2,5.03
t1515,12.60,6.30,10.00,6.30,18.89,6.30,2,5.04
t1516,12.61,6.30,10.01,6.30,18.90,6.30,2,5.04
t1517,12.62,6.31,10.02,6.31,18.91,6.31,2,5.05
t1518,12.63,6.31,10.02,6.31,18.92,6.31,2,5.05
t1519,12.64,6.32,10.03,6.32,18.93,6.32,2,5.06
t1520,12.65,6.33,10.04,6.33,18.94,6.33,2,5.06
t1521,12.66,6.33,10.05,6.33,18.95,6.33,2,5.06
t1522,12.67,6.34,10.05,6.34,18.95,6.34,2,5.07
t1523,12.68,6.34,10.06,6.34,18.96,6.34,2,5.07
t1524,12.69,6.35,10.07,6.35,18.97,6.35,2,5.08
t1525,12.71,6.35,10.08,6.35,18.98,6.35,2,5.08
t1526,12.72,6.36,10.08,6.36,18.99,6.36,2,5.09
t1527,12.73,6.36,10.09,6.36,19.00,6.36,2,5.09
t1528,12.74,6.37,10.10,6.37,19.01,6.37,2,5.10
t1529,12.75,6.37,10.11,6.37,19.02,6.37,2,5.10
t1530,12.76,6.38,10.11,6.38,19.03,6.38,2,5.10
t1531,12.77,6.39,10.12,6.39,19.04,6.39,2,5.11
t1532,12.78,6.39,10.13,6.39,19.05,6.39,2,5.11
t1533,12.79,6.40,10.14,6.40,19.05,6.40,2,5.12
t1534,12.80,6.40,10.14,6.40,19.06,6.40,2,5.12
t1535,12.81,6.41,10.15,6.41,19.07,6.41,2,5.13
t1536,12.83,6.41,10.16,6.41,19.08,6.41,2,5.13
t1537,12.84,6.42,10.16,6.42,19.09,6.42,2,5.13
t1538,12.85,6.42,10.17,6.42,19.10,6.42,2,5.14
t1539,12.86,6.43,10.18,6.43,19.11,6.43,2,5.14
t1540,12.87,6.43,10.19,6.43,19.12,6.43,2,5.15
t1541,12.88,6.44,10.19,6.44,19.13,6.44,2,5.15
t1542,12.89,6.45,10.20,6.45,19.14,6.45,2,5.16
t1543,12.90,6.45,10.21,6.45,19.14,6.45,2,5.16
t1544,12.91,6.46,10.22,6.46,19.15,6.46,2,5.17
t1545,12.92,6.46,10.22,6.46,19.16,6.46,2,5.17
t1546,12.94,6.47,10.23,6.47,19.17,6.47,2,5.17
t1547,12.95,6.47,10.24,6.47,19.18,6.47,2,5.18
t1548,12.96,6.48,10.25,6.48,19.19,6.48,2,5.18
t1549,12.97,6.48,10.25,6.48,19.20,6.48,2,5.19
t1550,12.98,6.49,10.26,6.49,19.21,6.49,2,5.19
t1551,12.99,6.50,10.27,6.50,19.22,6.50,2,5.20
t1552,13.00,6.50,10.28,6.50,19.23,6.50,2,5.20
t1553,13.01,6.51,10.28,6.51,19.23,6.51,2,5.20
t1554,13.02,6.51,10.29,6.51,19.24,6.51,2,5.21
t1555,13.03,6.52,10.30,6.52,19.25,6.52,2,5.21
t1556,13.04,6.52,10.31,6.52,19.26,6.52,2,5.22
t1557,13.06,6.53,10.31,6.53,19.27,6.53,2,5.22
t1558,13.07,6.53,10.32,6.53,19.28,6.53,2,5.23
t1559,13.08,6.54,10.33,6.54,19.29,6.54,2,5.23
t1560,13.09,6.54,10.33,6.54,19.30,6.54,2,5.24
t1561,13.10,6.55,10.34,6.55,19.31,6.55,2,5.24
t1562,13.11,6.56,10.35,6.56,19.32,6.56,2,5.24
t1563,13.12,6.56,10.36,6.56,19.33,6.56,2,5.25
t1564,13.13,6.57,10.36,6.57,19.33,6.57,2,5.25
t1565,13.14,6.57,10.37,6.57,19.34,6.57,2,5.26
t1566,13.15,6.58,10.38,6.58,19.35,6.58,2,5.26
t1567,13.17,6.58,10.39,6.58,19.36,6.58,2,5.27
t1568,13.18,6.59,10.39,6.59,19.37,6.59,2,5.27
t1569,13.19,6.59,10.40,6.59,19.38,6.59,2,5.27
t1570,13.20,6.60,10.41,6.60,19.39,6.60,2,5.28
t1571,13.21,6.60,10.42,6.60,19.40,6.60,2,5.28
t1572,13.22,6.61,10.42,6.61,19.41,6.61,2,5.29
t1573,13.23,6.62,10.43,6.62,19.42,6.62,2,5.29
t1574,13.24,6.62,10.44,6.62,19.42,6.62,2,5.30
t1575,13.25,6.63,10.45,6.63,19.43,6.63,2,5.30
t1576,13.26,6.63,10.45,6.63,19.44,6.63,2,5.31
t1577,13.27,6.64,10.46,6.64,19.45,6.64,2,5.31
t1578,13.29,6.64,10.47,6.64,19.46,6.64,2,5.31
t1579,13.30,6.65,10.48,6.65,19.47,6.65,2,5.32
t1580,13.31,6.65,10.48,6.65,19.48,6.65,2,5.32
t1581,13.32,6.66,10.49,6.66,19.49,6.66,2,5.33
t1582,13.33,6.66,10.50,6.66,19.50,6.66,2,5.33
t1583,13.34,6.67,10.50,6.67,19.51,6.67,2,5.34
t1584,13.35,6.68,10.51,6.68,19.52,6.68,2,5.34
t1585,13.36,6.68,10.52,6.68,19.52,6.68,2,5.35
t1586,13.37,6.69,10.53,6.69,19.53,6.69,2,5.35
t1587,13.38,6.69,10.53,6.69,19.54,6.69,2,5.35
t1588,13.40,6.70,10.54,6.70,19.55,6.70,2,5.36
t1589,13.41,6.70,10.55,6.70,19.56,6.70,2,5.36
t1590,13.42,6.71,10.56,6.71,19.57,6.71,2,5.37
t1591,13.43,6.71,10.56,6.71,19.58,6.71,2,5.37
t1592,13.44,6.72,10.57,6.72,19.59,6.72,2,5.38
t1593,13.45,6.73,10.58,6.73,19.60,6.73,2,5.38
t1594,13.46,6.73,10.59,6.73,19.61,6.73,2,5.38
t1595,13.47,6.74,10.59,6.74,19.61,6.74,2,5.39
t1596,13.48,6.74,10.60,6.74,19.62,6.74,2,5.39
t1597,13.49,6.75,10.61,6.75,19.63,6.75,2,5.40
t1598,13.50,6.75,10.62,6.75,19.64,6.75,2,5.40
t1599,13.52,6.76,10.62,6.76,19.65,6.76,2,5.41
t1600,13.53,6.76,10.63,6.76,19.66,6.76,2,5.41
t1601,13.54,6.77,10.64,6.77,19.67,6.77,2,5.42
t1602,13.55,6.77,10.65,6.77,19.68,6.77,2,5.42
t1603,13.56,6.78,10.65,6.78,19.69,6.78,2,5.42
t1604,13.57,6.79,10.66,6.79,19.70,6.79,2,5.43
t1605,13.58,6.79,10.67,6.79,19.70,6.79,2,5.43
t1606,13.59,6.80,10.67,6.80,19.71,6.80,2,5.44
t1607,13.60,6.80,10.68,6.80,19.72,6.80,2,5.44
t1608,13.61,6.81,10.69,6.81,19.73,6.81,2,5.45
t1609,13.63,6.81,10.70,6.81,19.74,6.81,2,5.45
t1610,13.64,6.82,10.70,6.82,19.75,6.82,2,5.45
t1611,13.65,6.82,10.71,6.82,19.76,6.82,2,5.46
t1612,13.66,6.83,10.72,6.83,19.77,6.83,2,5.46
t1613,13.67,6.83,10.73,6.83,19.78,6.83,2,5.47
t1614,13.68,6.84,10.73,6.84,19.79,6.84,2,5.47
t1615,13.69,6.85,10.74,6.85,19.80,6.85,2,5.48
t1616,13.70,6.85,10.75,6.85,19.80,6.85,2,5.48
t1617,13.71,6.86,10.76,6.86,19.81,6.86,2,5.49
t1618,13.72,6.86,10.76,6.86,19.82,6.86,2,5.49
t1619,13.73,6.87,10.77,6.87,19.83,6.87,2,5.49
t1620,13.75,6.87,10.78,6.87,19.84,6.87,2,5.50
t1621,13.76,6.88,10.79,6.88,19.85,6.88,2,5.50
t1622,13.77,6.88,10.79,6.88,19.86,6.88,2,5.51
t1623,13.78,6.89,10.80,6.89,19.87,6.89,2,5.51
t1624,13.79,6.89,10.81,6.89,19.88,6.89,2,5.52
t1625,13.80,6.90,10.82,6.90,19.89,6.90,2,5.52
t1626,13.81,6.91,10.82,6.91,19.89,6.91,2,5.52
t1627,13.82,6.91,10.83,6.91,19.90,6.91,2,5.53
t1628,13.83,6.92,10.84,6.92,19.91,6.92,2,5.53
t1629,13.84,6.92,10.85,6.92,19.92,6.92,2,5.54
t1630,13.86,6.93,10.85,6.93,19.93,6.93,2,5.54
t1631,13.87,6.93,10.86,6.93,19.94,6.93,2,5.55
t1632,13.88,6.94,10.87,6.94,19.95,6.94,2,5.55
t1633,13.89,6.94,10.87,6.94,19.96,6.94,2,5.56
t1634,13.90,6.95,10.88,6.95,19.97,6.95,2,5.56
t1635,13.91,6.96,10.89,6.96,19.98,6.96,2,5.56
t1636,13.92,6.96,10.90,6.96,19.98,6.96,2,5.57
t1637,13.93,6.97,10.90,6.97,19.99,6.97,2,5.57
t1638,13.94,6.97,10.91,6.97,20.00,6.97,2,5.58
t1639,13.95,6.98,10.92,6.98,20.01,6.98,2,5.58
t1640,13.96,6.98,10.93,6.98,20.02,6.98,2,5.59
t1641,13.98,6.99,10.93,6.99,20.03,6.99,2,5.59
t1642,13.99,6.99,10.94,6.99,20.04,6.99,2,5.59
t1643,14.00,7.00,10.95,7.00,20.05,7.00,2,5.60
t1644,14.01,7.00,10.96,7.00,20.06,7.00,2,5.60
t1645,14.02,7.01,10.96,7.01,20.07,7.01,2,5.61
t1646,14.03,7.02,10.97,7.02,20.08,7.02,2,5.61
t1647,14.04,7.02,10.98,7.02,20.08,7.02,2,5.62
t1648,14.05,7.03,10.99,7.03,20.09,7.03,2,5.62
t1649,14.06,7.03,10.99,7.03,20.10,7.03,2,5.63
t1650,14.07,7.04,11.00,7.04,20.11,7.04,2,5.63
t1651,14.09,7.04,11.01,7.04,20.12,7.04,2,5.63
t1652,14.10,7.05,11.02,7.05,20.13,7.05,2,5.64
t1653,14.11,7.05,11.02,7.05,20.14,7.05,2,5.64
t1654,14.12,7.06,11.03,7.06,20.15,7.06,2,5.65
t1655,14.13,7.06,11.04,7.06,20.16,7.06,2,5.65
t1656,14.14,7.07,11.04,7.07,20.17,7.07,2,5.66
t1657,14.15,7.08,11.05,7.08,20.17,7.08,2,5.66
t1658,14.16,7.08,11.06,7.08,20.18,7.08,2,5.66
t1659,14.17,7.09,11.07,7.09,20.19,7.09,2,5.67
t1660,14.18,7.09,11.07,7.09,20.20,7.09,2,5.67
t1661,14.19,7.10,11.08,7.10,20.21,7.10,2,5.68
t1662,14.21,7.10,11.09,7.10,20.22,7.10,2,5.68
t1663,14.22,7.11,11.10,7.11,20.23,7.11,2,5.69
t1664,14.23,7.11,11.10,7.11,20.24,7.11,2,5.69
t1665,14.24,7.12,11.11,7.12,20.25,7.12,2,5.70
t1666,14.25,7.12,11.12,7.12,20.26,7.12,2,5.70
t1667,14.26,7.13,11.13,7.13,20.27,7.13,2,5.70
t1668,14.27,7.14,11.13,7.14,20.27,7.14,2,5.71
t1669,14.28,7.14,11.14,7.14,20.28,7.14,2,5.71
t1670,14.29,7.15,11.15,7.15,20.29,7.15,2,5.72
t1671,14.30,7.15,11.16,7.15,20.30,7.15,2,5.72
t1672,14.32,7.16,11.16,7.16,20.31,7.16,2,5.73
t1673,14.33,7.16,11.17,7.16,20.32,7.16,2,5.73
t1674,14.34,7.17,11.18,7.17,20.33,7.17,2,5.73
t1675,14.35,7.17,11.19,7.17,20.34,7.17,2,5.74
t1676,14.36,7.18,11.19,7.18,20.35,7.18,2,5.74
